0,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428682,3,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
1,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428335,4,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
2,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428347,5,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
3,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428514,7,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
4,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428368,8,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
5,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428300,9,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
6,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428438,16,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
7,https://www.kaggle.com/competitions/playground-series-s3e19/discussion/428433,17,"Playground Series - Season 3, Episode 19",Swag,"1,172",Playground,SMAPE,2023
8,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/429240,2,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
9,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428994,4,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
10,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428295,7,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
11,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/429352,8,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
12,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428447,9,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
13,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428301,10,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
14,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428319,12,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
15,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428327,19,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
16,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428372,30,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
17,https://www.kaggle.com/c/hubmap-hacking-the-human-vasculature/discussion/428644,46,HuBMAP - Hacking the Human Vasculature,"$50,000","1,064",Research,OpenImagesObjDetectionSegmentationAP,2023
18,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420119,7,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
19,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420528,8,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
20,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420046,9,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
21,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420132,10,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
22,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420077,13,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
23,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420041,14,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
24,https://www.kaggle.com/c/predict-student-performance-from-game-play/discussion/420158,44,Predict Student Performance from Game Play,"$55,000","2,103",Featured,F-Score (Macro),2023
25,https://www.kaggle.com/c/playground-series-s3e17/discussion/419643,11,"Playground Series - Season 3, Episode 17",Swag,"1,502",Playground,Area Under Receiver Operating Characteristic Curve,2023
26,https://www.kaggle.com/c/playground-series-s3e17/discussion/419648,17,"Playground Series - Season 3, Episode 17",Swag,"1,502",Playground,Area Under Receiver Operating Characteristic Curve,2023
27,https://www.kaggle.com/c/playground-series-s3e17/discussion/419708,47,"Playground Series - Season 3, Episode 17",Swag,"1,502",Playground,Area Under Receiver Operating Characteristic Curve,2023
28,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418430,2,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
29,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418420,3,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
30,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418604,4,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
31,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418477,5,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
32,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418466,6,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
33,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418510,7,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
34,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418321,13,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
35,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418323,14,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
36,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418389,20,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
37,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418705,28,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
38,https://www.kaggle.com/c/benetech-making-graphs-accessible/discussion/418331,40,Benetech - Making Graphs Accessible,"$50,000",608,Featured,Benetech Mixed Data Type Matching Score,2023
39,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/395264,2,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
40,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/418287,3,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
41,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/394821,4,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
42,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/417821,6,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
43,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/418770,10,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
44,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/417803,11,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
45,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/395011,32,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
46,https://www.kaggle.com/c/godaddy-microbusiness-density-forecasting/discussion/418657,35,GoDaddy - Microbusiness Density Forecasting,"$60,000","3,547",Featured,SMAPE,2023
